[2024-04-30 21:59:09,292    GlobalStatic.py:Create_InitLogger:    INFO] **************************************Program Start*****************************************
[2024-04-30 21:59:09,293    GlobalStatic.py:Create_InitLogger:    INFO] {'result': '1'}
[2024-04-30 22:26:17,671             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,1.1177439e+01', 'cable_loss': 2.0, 'test_data': '13.18|2.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:26:17,671             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:26:17,709             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Cal_Golden,0,1A,2421311400037,2437 MCS0 HT_MF BW-20 TX1,13,13.18
[2024-04-30 22:26:17,710              IQ.py:Cal_Golden:    INFO] IQ.IQ:Cal_Golden start
[2024-04-30 22:26:17,710              IQ.py:Cal_Golden:    INFO] bCal = 0
[2024-04-30 22:26:17,710              IQ.py:Cal_Golden:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '13.18|0|'}
[2024-04-30 22:26:17,711             cli.py:  <module>:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '13.18|0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:26:17,711             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:27:26,113             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-04-30 22:27:26,113              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-04-30 22:27:26,113              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:27:26,113              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-04-30 22:27:26,113              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:26,113             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:26,113             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-04-30 22:27:26,113             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:26,113             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:26,325             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:26,325             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,325              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,325              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:26,326             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:26,326             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-04-30 22:27:26,326             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:26,326             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:26,543             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:26,543             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,544              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,544              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:26,544             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:26,544             TCP.py:     write:    INFO] MVSG1;FREQ 1575520000.000000;MVSG1;POW:LEV -88.0;
[2024-04-30 22:27:26,544             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:26,544             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:26,761             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:26,762             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,762              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,762              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:26,762             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:26,762             TCP.py:     write:    INFO] MVSG1;MOD:STAT OFF;
[2024-04-30 22:27:26,762             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:26,763             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:26,980             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:26,980             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,980              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:26,980              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:26,981             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:26,981             TCP.py:     write:    INFO] MVSG1;POW:STAT ON;;SYS;
[2024-04-30 22:27:26,981             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:26,981             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:27,198             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:27,198             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:27,198              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:27,198              IQ.py:     GenCW:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-04-30 22:27:27,198             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:27:27,199             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:27:33,396             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Gen_OFF,2A
[2024-04-30 22:27:33,396              IQ.py:   Gen_OFF:    INFO] IQ.IQ:Gen_OFF start
[2024-04-30 22:27:33,396              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:33,396             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:33,396             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A,OFF;
[2024-04-30 22:27:33,396             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:33,396             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:33,609             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:33,610             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:33,610              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:33,610              IQ.py:   Gen_OFF:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:33,610             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:27:33,610             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:27:44,923             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Get_Pwr,2437,13,1,1A
[2024-04-30 22:27:44,924              IQ.py:   Get_Pwr:    INFO] IQ.IQ:Get_Pwr start
[2024-04-30 22:27:44,924              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:27:44,924              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '2'}
[2024-04-30 22:27:44,924              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:44,924             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:44,924             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A, MVSA1;
[2024-04-30 22:27:44,925             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:44,925             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:45,122             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:45,122             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,122              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,123              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:45,123             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:45,123             TCP.py:     write:    INFO] MVSAALL:INST:COUN 1;MVSA1;FREQ 2437000000.000000;
[2024-04-30 22:27:45,123             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:45,123             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:45,325             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:45,325             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,325              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,325              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:45,326             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:45,326             TCP.py:     write:    INFO] MVSA1;RLEV 13.0;MVSA1;TRIG:SOUR IMMediate;MVSA1;TRIG:LEV -25.000000;;MVSA1;TRIG:OFFS -0.000150;
[2024-04-30 22:27:45,326             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:45,326             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:45,527             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:45,528             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,528              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,528              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:45,528             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:45,528             TCP.py:     write:    INFO] CHAN1;
[2024-04-30 22:27:45,528             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:45,528             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:45,730             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:45,731             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,731              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,732              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:45,732             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:45,732             TCP.py:     write:    INFO] MVSA1;SRATE 160000000.000000;;MVSA1;TRIG:SOUR IMM;;MVSA1;TRIG:MODE SSH;;MVSA1;TRIG:SLOPE POS;;MVSA1;TRIG:TYPE EDGE;;MVSA1;CAPT:TIME 0.020000;;MVSA1; INIT;
[2024-04-30 22:27:45,732             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:45,732             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:45,950             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:45,950             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,950              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:45,950              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:45,950             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:45,951             TCP.py:     write:    INFO] GPRF;CONF:POW:PHAS:FILT NONE;
[2024-04-30 22:27:45,951             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:45,951             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:46,168             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:46,168             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,168              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,168              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:46,168             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:46,168             TCP.py:     write:    INFO] GPRF;CLE:ALL;FORMat:READings:DATA ASC;GPRF;CONF:pow:phas:spec:ILEN 1.000000e-003;GPRF;CONF:pow:phas:spec:MLEN 1.000000e-003;CALC:PHAS:INT 0,1;CALC:POW:INT 0,1;
[2024-04-30 22:27:46,169             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:46,169             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:46,386             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:46,386             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,386              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,386             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:46,386             TCP.py:     query:    INFO] GPRF;FETCh:SEGM1:POW?;
[2024-04-30 22:27:46,398             TCP.py:     query:    INFO] ;0,1.0773725e+01
[2024-04-30 22:27:46,398             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,1.0773725e+01'}
[2024-04-30 22:27:46,398              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:27:46,398             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:27:46,398             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A,OFF;
[2024-04-30 22:27:46,398             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:27:46,398             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:27:46,620             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:27:46,620             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,621              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:27:46,621              IQ.py:   Get_Pwr:    INFO] {'result': '1', 'data': ';0,1.0773725e+01', 'cable_loss': 2.0, 'test_data': '12.77|2.0|'}
[2024-04-30 22:27:46,621             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,1.0773725e+01', 'cable_loss': 2.0, 'test_data': '12.77|2.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:27:46,621             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:27:46,640             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Cal_Golden,0,1A,2421311400037,2437 MCS0 HT_MF BW-20 TX1,13,12.77
[2024-04-30 22:27:46,640              IQ.py:Cal_Golden:    INFO] IQ.IQ:Cal_Golden start
[2024-04-30 22:27:46,640              IQ.py:Cal_Golden:    INFO] bCal = 0
[2024-04-30 22:27:46,641              IQ.py:Cal_Golden:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.77|0|'}
[2024-04-30 22:27:46,641             cli.py:  <module>:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.77|0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:27:46,641             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:28:58,290             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-04-30 22:28:58,290              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-04-30 22:28:58,290              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:28:58,290              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-04-30 22:28:58,290              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:28:58,290             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:28:58,290             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-04-30 22:28:58,290             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:28:58,290             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:28:58,504             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:28:58,504             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,504              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,504              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:28:58,504             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:28:58,504             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-04-30 22:28:58,504             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:28:58,504             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:28:58,721             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:28:58,722             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,722              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,722              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:28:58,722             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:28:58,722             TCP.py:     write:    INFO] MVSG1;FREQ 1575520000.000000;MVSG1;POW:LEV -88.0;
[2024-04-30 22:28:58,722             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:28:58,722             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:28:58,940             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:28:58,940             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,941              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:58,941              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:28:58,941             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:28:58,941             TCP.py:     write:    INFO] MVSG1;MOD:STAT OFF;
[2024-04-30 22:28:58,941             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:28:58,941             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:28:59,143             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:28:59,143             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:59,143              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:59,143              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:28:59,143             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:28:59,143             TCP.py:     write:    INFO] MVSG1;POW:STAT ON;;SYS;
[2024-04-30 22:28:59,143             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:28:59,144             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:28:59,345             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:28:59,346             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:59,346              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:28:59,346              IQ.py:     GenCW:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-04-30 22:28:59,346             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:28:59,346             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:29:05,416             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Gen_OFF,2A
[2024-04-30 22:29:05,417              IQ.py:   Gen_OFF:    INFO] IQ.IQ:Gen_OFF start
[2024-04-30 22:29:05,417              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:05,417             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:05,417             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A,OFF;
[2024-04-30 22:29:05,417             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:05,417             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:05,632             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:05,632             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:05,633              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:05,633              IQ.py:   Gen_OFF:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:05,633             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:29:05,633             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:29:17,274             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Get_Pwr,2437,13,1,1A
[2024-04-30 22:29:17,274              IQ.py:   Get_Pwr:    INFO] IQ.IQ:Get_Pwr start
[2024-04-30 22:29:17,274              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:29:17,274              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '2'}
[2024-04-30 22:29:17,274              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:17,274             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:17,274             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A, MVSA1;
[2024-04-30 22:29:17,274             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:17,274             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:17,472             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:17,472             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,472              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,472              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:17,472             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:17,472             TCP.py:     write:    INFO] MVSAALL:INST:COUN 1;MVSA1;FREQ 2437000000.000000;
[2024-04-30 22:29:17,473             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:17,473             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:17,691             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:17,691             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,692              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,692              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:17,692             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:17,692             TCP.py:     write:    INFO] MVSA1;RLEV 13.0;MVSA1;TRIG:SOUR IMMediate;MVSA1;TRIG:LEV -25.000000;;MVSA1;TRIG:OFFS -0.000150;
[2024-04-30 22:29:17,692             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:17,692             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:17,909             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:17,910             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,910              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:17,910              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:17,910             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:17,910             TCP.py:     write:    INFO] CHAN1;
[2024-04-30 22:29:17,910             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:17,910             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:18,128             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:18,128             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,128              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,128              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:18,128             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:18,128             TCP.py:     write:    INFO] MVSA1;SRATE 160000000.000000;;MVSA1;TRIG:SOUR IMM;;MVSA1;TRIG:MODE SSH;;MVSA1;TRIG:SLOPE POS;;MVSA1;TRIG:TYPE EDGE;;MVSA1;CAPT:TIME 0.020000;;MVSA1; INIT;
[2024-04-30 22:29:18,129             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:18,129             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:18,331             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:18,331             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,331              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,331              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:18,331             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:18,331             TCP.py:     write:    INFO] GPRF;CONF:POW:PHAS:FILT NONE;
[2024-04-30 22:29:18,331             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:18,331             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:18,549             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:18,549             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,549              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,549              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:18,549             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:18,549             TCP.py:     write:    INFO] GPRF;CLE:ALL;FORMat:READings:DATA ASC;GPRF;CONF:pow:phas:spec:ILEN 1.000000e-003;GPRF;CONF:pow:phas:spec:MLEN 1.000000e-003;CALC:PHAS:INT 0,1;CALC:POW:INT 0,1;
[2024-04-30 22:29:18,549             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:18,549             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:18,767             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:18,768             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,768              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:18,768             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:18,768             TCP.py:     query:    INFO] GPRF;FETCh:SEGM1:POW?;
[2024-04-30 22:29:18,792             TCP.py:     query:    INFO] ;0,1.0881336e+01
[2024-04-30 22:29:18,792             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,1.0881336e+01'}
